,Name,City,Cuisine Style,Rating,Price Range,Number of Reviews,Reviews
9259,Oh! Saveurs,Paris,Indian,4.0,,13.0,Decent place serving food with a hint of I
9260,Le Cristal,Paris,Bar - Pub,4.0,,12.0,Cheap & Young
9261,Le Symphonie,Paris,,4.0,,10.0,one of the best restaurant in paris
9262,YiShun,Paris,,3.5,,19.0,Yummy and authentic hand -pulled noodles
9263,Les Planches De Sabin,Paris,French - Wine Bar,4.5,$$ - $$$,27.0,A nice place that tried hard and succeded
9264,Au Bon Coin,Paris,,4.5,,6.0,
9265,2 Bis Cafe-Restaurant,Paris,Bar - Pub,3.5,$,74.0,Cool place to have a drink with friends - A unsafe and unfriendly place
9266,Nem Star,Paris,Vietnamese,4.0,,10.0,
9267,Les Nouveaux Sauvages,Paris,French,4.0,$$ - $$$,7.0,We want to stay here all night long!
9268,Monsieur Jacques,Paris,French,4.5,,7.0,
9269,Beyrouth,Paris,,4.5,,4.0,Unusual Dishes - Great Service - Drink Speci
9270,L'ambroisie,Paris,,4.0,,10.0,Quick Lunch - Great burgers - French countrside fare
9271,Il Bari,Paris,,4.5,,2.0,
9272,Stella di Mare,Paris,Italian,4.0,$$ - $$$,23.0,Great Pizza - Poor service
9273,OJ Restaurant,Paris,,4.0,,35.0,Tre Bon
9274,Paris Sultan Cigkofte & Baklava,Paris,French - Turkish,4.5,,4.0,
9275,Planete Du Cedre,Paris,Lebanese - Mediterranean - Delicatessen,4.5,$,10.0,Delicious homely food
9276,Chez Milo,Paris,Italian,4.0,$$ - $$$,18.0,Very nice and welcoming restaurant - Tourist trap
9277,La Piscine,Paris,French,3.5,$$ - $$$,56.0,Good quality at resonable prices - Brilliant
9278,La Grosse Caisse,Paris,American,3.5,$,53.0,Its opened late at night
9279,Le Restaurant des Beaux Arts,Paris,French,4.5,,7.0,A delicious lunch - Friendly neighborhood restaurant
9280,Le cafe egyptien,Paris,Mediterranean - Egyptian,4.5,,6.0,
9281,Carabinieri,Paris,Italian - Mediterranean,4.0,$$ - $$$,40.0,Good quality italian fare - First night in paria
9282,L'Horloge,Paris,European,3.5,$$ - $$$,37.0,Fresh ingredients and delicious food  - wha
9283,Bistro les frangins,Paris,French,4.0,$,22.0,Cool place for grabbing a beer and have so
9284,Mizushi Restaurant Japonais,Paris,,4.0,,15.0,Disgusting plastic food
9285,Le Mountain,Paris,Indian,4.5,,6.0,
9286,Boulangerie Alsacienne Benoit Maeder,Paris,,4.0,,6.0,Outstanding boulangerie - Amazing Pastries!
9287,Le Scherkhan,Paris,,3.5,,22.0,Impromptu dinner for three - A Serendipitous Find!
9288,Les Rustres,Paris,,4.5,,35.0,Lunch was good - Great find
9289,Hotel Le Grillon,Paris,,4.5,,3.0,Good food - reasonable prices
9290,Cave 18,Paris,French - Spanish - Wine Bar,4.5,,8.0,
9291,Petula cafe,Paris,French,3.5,$$ - $$$,124.0,French food in cozy environment - ordinary food
9292,Itouya,Paris,Japanese,3.5,,8.0,Excellent Place to eat - Buffet sushi
9293,Restaurant Au Mediterraneen,Paris,,4.0,,4.0,Tourist Trap with Good Food
9294,Cafe Tasco,Paris,,3.5,,39.0,Terrible meal - Fresh food everyday
9295,Taihe,Paris,,4.5,,2.0,
9296,Paris,Paris,French,4.5,,7.0,La Tastevin
9297,L'Avenue,Paris,French,4.0,$$ - $$$,31.0,
9298,ZAFITO Restaurant,Paris,French,4.5,$$ - $$$,7.0,
9299,Au Crocodile,Paris,French,4.0,$$ - $$$,4.0,
9300,Aux Pains Perdus,Paris,French,4.0,,7.0,Aux Pains Perdus / Paris - A decent chain bakery option for breakfast
9301,Fifa,Paris,,4.0,,5.0,Fon is fun
9302,Pizza Hut,Paris,Pizza,4.5,$,5.0,Consistent and a nice reminder of home
9303,PAUL SCARLETT'S RESTAURANT,Paris,French,4.0,$$ - $$$,10.0,
9304,Cafe Charlette,Paris,French,4.5,$$ - $$$,4.0,A bad surprise
9305,Le Cadre d'Or,Paris,,4.5,,9.0,
9306,Baumann,Paris,,4.5,,3.0,
9307,La Cave de l'Ourcq,Paris,,4.5,,2.0,
9308,SUSHI bar,Paris,Sushi - Asian,4.5,,2.0,
9309,Breizh Spot,Paris,French,4.0,$,29.0,Extremely cheap
9310,Selective Art Kfe,Paris,Italian,4.0,$$ - $$$,45.0,Great location - average food - Great mozzarella and service
9311,Okito Sushi,Paris,Japanese - Sushi - Asian,3.5,$$ - $$$,189.0,Don’t believe the negative reviews
9312,Le Clou de Paris,Paris,French - Bar - European,3.0,$$ - $$$,281.0,You can find better food choices
9313,Restaurant Rime,Paris,,4.5,,3.0,Good food at a great price
9314,Le Garde-Manger,Paris,,4.0,,7.0,Great place to get a quick bite to eat - or
9315,Zig Zag,Paris,Bar - French - European - Pub,3.5,$$ - $$$,67.0,Ok bar - So many bads
9316,Merveilles de Vaugirard - Traiteur Asiatique,Paris,Chinese - Asian - Thai - Vietnamese,4.5,,3.0,Very good food & helpful service
9317,Cafe Du Marche,Paris,,4.0,,7.0,Nice little surprise - Good Food Good Location
9318,Kanoon,Paris,Lebanese - Mediterranean,4.5,,2.0,Excellent
9319,Bistro 55,Paris,French,4.5,,7.0,Great food - Great food
9320,MKP Opera,Paris,French,3.5,$$ - $$$,96.0,Fast service - OK prices for the location - Nice and alcoholic 
9321,L'Ambassade,Paris,,3.0,,4.0,Good portion for Michelin star - Dinner at LAmbassade
9322,Jour et Nuit,Paris,Moroccan - Mediterranean,4.0,$,6.0,All about the food and ambience
9323,Muguet,Paris,Italian,4.0,$$ - $$$,23.0,Good pizza - very friendly - A good find in a vibrant part of Paris
9324,Tamm Bara,Paris,French,4.0,,9.0,
9325,Susama,Paris,,4.0,,15.0,Excellent sushi - Reasonable sushi - not expensive
9326,Sandwicherie Pasteur,Paris,,4.5,,2.0,
9327,Le Five Corner,Paris,French,4.0,,60.0,
9328,Le Monceau,Paris,French - European,3.5,$$ - $$$,60.0,Reasonable and Presentable - A normal business lunch
9329,Kiosque Flottant at Quai Montebello,Paris,,4.5,,2.0,What a gem - Nice quiet place on bank if seine!
9330,Lafayette Cafe,Paris,European - French - International - Vegetarian Friendly,3.5,,107.0,Top floor of Galeries Lafayette - First coffee in Paris!
9331,La maison des cyclades,Paris,Mediterranean - Greek - Vegetarian Friendly,4.5,$$ - $$$,26.0,A greek deli in Paris !
9332,La Sicilienne Pizzeria,Paris,,4.5,,2.0,Greatest Pizza in Paris!
9333,Cosmo,Paris,French,4.0,$$ - $$$,50.0,Nice Place to Hang out - Amazing Experience
9334,Le Barometre,Paris,French - European,3.5,$$ - $$$,49.0,Very Nice - Good Option
9335,Chez Pathy M,Paris,French,4.0,$,9.0,Be ready to eat!
9336,Restaurant Sannine,Paris,Lebanese - Mediterranean - Middle Eastern - Vegetarian Friendly,3.0,$$ - $$$,104.0,Delicious vegetarian menu
9337,Le Roland Garros,Paris,French,4.0,$$ - $$$,73.0,French Open June 2017 - Great atmosphere for a Grand Slam
9338,Royal Villiers,Paris,French,3.5,$$ - $$$,46.0,Out of date - only the prices are royal
9339,Lumiere de Chine,Paris,Chinese,4.5,,2.0,
9340,Cafe Jeux Natema,Paris,,4.5,,3.0,
9341,Toyotomi,Paris,Japanese - Sushi,3.5,$$ - $$$,45.0,8/10 - Very good
9342,Kurry Up,Paris,,4.0,,13.0,Palak gravy and baigan bharta were good
9343,Le Bistro Parisien,Paris,French - European,3.0,$$ - $$$,338.0,Drinks Visit - Great location but slow service…
9344,Missgreen,Paris,Vegetarian Friendly,4.5,$$ - $$$,3.0,Place for a beer
9345,Restaurant La Teranga,Paris,,4.5,,2.0,
9346,3234 Cafe,Paris,,4.5,,3.0,Friendly neighbourhood bar
9347,La Terrasse des Metiers,Paris,,3.0,,36.0,good food
9348,Cafe le Lafon,Paris,,4.0,,14.0,Good lunch near Arts et Metiers - Good restaurant!
9349,Itouya,Paris,Japanese,4.0,,17.0,Wonderful little Japanese Gem! - Fresh sushi and peaceful ambience
9350,Monsieur Henri,Paris,Wine Bar,4.0,$$ - $$$,39.0,Fantastic wine - Loved this place!
9351,Le Dodo,Paris,,4.0,,51.0,Cozy Mauritian - Authentic Mauritian dishes
9352,La Cantine Des Tontons,Paris,,3.0,,120.0,Very interesting concept - Homey and casual
9353,Restaurant Istambul - Lyon,Paris,Turkish - Middle Eastern,4.0,$,9.0,Very nice kebabs - Excellent all round
9354,Le Bon Temps,Paris,,4.5,,2.0,
9355,Home Bar,Paris,French - American - Bar - Cafe - Pub,5.0,$$ - $$$,8.0,What a lovely couple - Surprise Peruvian
9356,Mandello Cafe,Paris,Italian,4.5,,3.0,
9357,La Balle au Bond,Paris,Cafe,3.0,$$ - $$$,62.0,WORST SERVICE EVER! - Very relaxing atmosphere
9358,Tandoori Lafayette,Paris,,4.0,,11.0,Great Indian food
9359,Le Delik,Paris,,4.5,,5.0,
9360,Les Etages,Paris,,3.0,,61.0,Wonderful little bar in the Marais - Good vibes
9361,Boutique Pascal Caffet,Paris,,4.5,,7.0,Great service along with the great chocola
9362,Vino e Cucina,Paris,Italian - European - Wine Bar - Vegetarian Friendly,3.0,$$ - $$$,163.0,Limited menu - small portions and poor qual
9363,Le Bobillot,Paris,French,3.5,$$ - $$$,19.0,Friendly café with good wine - Friendly neighborhood food
9364,Carine a Paris,Paris,,4.5,,5.0,
9365,La Bufalina,Paris,Italian,3.5,$$ - $$$,40.0,Unpretentious cafe with great pizza - Petit italie
9366,Canard Dore,Paris,Chinese,3.5,$$ - $$$,36.0,Nice neighborhood Chinese - Loved it
9367,Cafe de l'Olympia,Paris,French - Bar - Cafe - European - Vegetarian Friendly,3.0,$$ - $$$,345.0,Decent Sandwiches - 
9368,Tooq Tooq,Paris,Asian - Vegetarian Friendly,3.5,$,22.0,The Best
9369,Paris Eclair,Paris,French,4.0,,5.0,
9370,Cottage Elysee,Paris,,3.5,,18.0,Quaint Pub - Choice of drinks
9371,Patisserie de Choisy Salon de The,Paris,Chinese - Asian - Vietnamese,4.5,$$ - $$$,2.0,At last
9372,CIAL,Paris,Barbecue,4.0,$,26.0,Delicious authentic corean food - Reasonable Price
9373,Restaurant La Foret Noire,Paris,,4.0,,5.0,
9374,Zitto,Paris,Italian,4.5,,9.0,Average - Excellent italian food and friendly staff
9375,Banh Mi Viet Monge,Paris,Asian - Vietnamese - Soups,4.5,$,3.0,
9376,Karaage-ya Bourse,Paris,Japanese,4.5,$$ - $$$,3.0,
9377,L'Escale,Paris,,3.5,,16.0,Your secret spot
9378,L'entrepot's,Paris,French,4.0,$,12.0,Great place for lunch or meeting friends - A Treasure
9379,La Grande Roquette,Paris,French - Moroccan - Mediterranean,4.0,$,5.0,A great place we stumbled on
9380,Go Grill,Paris,,4.5,,3.0,Just ok
9381,Crabe Royal Thai And Spicy,Paris,French - Seafood,4.5,$$ - $$$,16.0,
9382,L'Auxerrois,Paris,,4.5,,9.0,great place - Wonderful lunch close to the Louvre
9383,Washoku,Paris,Japanese,4.0,$$ - $$$,10.0,Sushi place in MontMartre - Nice Oyakodon!
9384,Royal Lecourbe,Paris,,3.5,,26.0,Delightful to the taste buds!
9385,Amore Mio,Paris,Pizza,4.5,,2.0,
9386,Paris Nord Cafe,Paris,French - Bar - European - Cafe,3.5,$$ - $$$,187.0,Near the Train Station - It was okay
9387,Bistrot XVI,Paris,,4.5,,6.0,Good lunch  - lots of locals and good valu
9388,Aux delices du colisee,Paris,Asian,4.0,,5.0,
9389,RAP restaurant,Paris,Italian,4.5,,7.0,
9390,Le Montana,Paris,French,4.5,$$ - $$$,40.0,Best tartar Ive had in a long time - Hosts were very friendly
9391,Le Longchamp,Paris,French,4.0,$$ - $$$,17.0,Amazing REAL Paris Bistro experience! - Cosy - great fresh food - incredibly fast - f
9392,Restaurant la defense,Paris,Lebanese - Mediterranean,4.5,,2.0,Anniversaire Magnifique
9393,Cafe Plaisance,Paris,French,4.0,,14.0,
9394,Miyazaki,Paris,,4.0,,14.0,Good Price and Good Service for a nice Jap
9395,Le Bar des Halles,Paris,,4.5,,6.0,Good one - Fantastic new bar in les halles!!
9396,Hotel Gaston,Paris,French - Contemporary,4.5,$$ - $$$,3.0,Small and quiet boutique hotel - Base for walking
9397,La Farfalla,Paris,,4.0,,3.0,
9398,Aux Petits Chandeliers,Paris,,3.5,,96.0,French and good - Very nice and accomodating staff and avair
9399,Molly Malone's,Paris,Irish,4.5,,8.0,Great little pub to find - Great Burger in typical Pub
9400,Cafe Messena,Paris,French,4.5,,2.0,
9401,Chez Adrienne,Paris,French,4.5,,5.0,Amazing lunch - A magic night out
9402,Le Palace,Paris,,4.0,,23.0,Not a friendly place - CAFE NEAR VICTORIA PALACE HOTEL!
9403,I Love Pasta,Paris,Italian,4.0,,12.0,Fresh and healthy food
9404,Macdonald's Marx Dormoy,Paris,Fast Food,3.5,$,19.0,Technology Burger - a touch of home
9405,Le fontenoy paris 18,Paris,French,4.0,,14.0,
9406,La pince a sucre,Paris,,4.5,,19.0,Probably not worth going - Great value for money
9407,D.Z - Traiteur Prestige,Paris,,4.0,,13.0,Wow - Asian food the french way
9408,Joosbayoo,Paris,Fast Food,4.5,,5.0,Love Joooooooooooooosbayooo!
9409,l'Epoque,Paris,French,4.0,$,20.0,Nice little bar - Charming Place worth a re -visit
9410,Etoile de Tunis,Paris,Mediterranean - Tunisian,3.0,,3.0,
9411,Aux Saveurs D'Indocine,Paris,,4.5,,3.0,Great Vietnamese food
9412,Aux Regals Traiteur Polonais,Paris,,4.5,,5.0,
9413,Pizza italiana da michele,Paris,Italian - Pizza,4.0,$$ - $$$,6.0,Fresh - tasty - authentic
9414,Sushi CC,Paris,Japanese - Sushi,4.0,$$ - $$$,19.0,Amazing and freh - Fantastic Sushi
9415,You Shop,Paris,Asian - Thai - Vegetarian Friendly,4.0,,5.0,I order there once a week
9416,Bagelstein,Paris,American,4.0,$,8.0,A cheap tasty lunch where you do not expec
9417,Le Brakadabar,Paris,,4.5,,2.0,
9418,L'Esmeralda,Paris,French,3.5,$$ - $$$,25.0,Nice place for lunch
9419,Mammalina,Paris,Italian - Pizza - European,3.5,$$ - $$$,63.0,Simple - good and honest - Nothing great
"9420,Cafe LSD "" Les Souris Dansent "",Paris,French - European,4.0,$$ - $$$,19.0,"
9421,Sahil,Paris,Indian - Pakistani,3.5,$,58.0,Worst of the worst - Have been there 2 times - first and last
9422,Cafe du Commerce,Paris,French,4.0,,7.0,
9423,Eat Kuai,Paris,,4.0,,8.0,What a great place for an Excellent Chines
9424,Autentico,Paris,Italian,4.5,,2.0,
9425,Ze Bistrot,Paris,French,4.0,$$ - $$$,37.0,Superb chef -inspired tasting menu - Big disappointment
9426,Le Paris London,Paris,French - European - Vegetarian Friendly,3.5,$$ - $$$,493.0,Bustling brasserie - not enough staff - Pricey but excellent service and food!
9427,Pumpernickel,Paris,,4.5,,24.0,Very good Bagels - #1 Bagels in Paris
9428,Restaurant Saray,Paris,,4.0,,6.0,Huge portions! - Very abundant servings of excellent food
9429,Cremerie Rochechouart,Paris,,4.5,,5.0,Friendly local cheese shop near Cadet stat
9430,Palais Maillot,Paris,French,3.5,$$ - $$$,35.0,Night Club - Good place
9431,Bistro De Paris,Paris,,4.5,,5.0,Hit the Spot
9432,La Terrasse du Jardin,Paris,French - European,3.5,$$ - $$$,107.0,NICEST PLACE AFTER VISITING FOUNDATION VUI
9433,Fructidor,Paris,,4.0,,6.0,
9434,Osaka Vouille,Paris,Japanese,4.0,,6.0,
9435,La Table,Paris,,4.5,,2.0,
9436,Cafe du Midi,Paris,,4.0,,8.0,It does what it says on the tin
9437,Saint Sebastien,Paris,,4.5,,2.0,Very tasty food!
9438,Ashinoma,Paris,,4.5,,7.0,Tres tres disappointed !!!
9439,Le Welcome,Paris,French,4.0,$$ - $$$,44.0,Bienvenue! - Great place for a full dinner - breakfast
9440,A l'Italienne,Paris,,4.5,,3.0,Fantastic sandwiches
9441,Carajas,Paris,Brazilian - South American,3.0,,2.0,
9442,Les Domaines Qui Montent Cardinet Paris 17th,Paris,,4.5,,12.0,Great plat du jour
9443,Mondo's,Paris,Fast Food - American,4.0,$$ - $$$,8.0,
9444,L'absurde Imposture,Paris,,4.0,,25.0,An interesting stop off the beaten path
9445,Domani,Paris,Italian - Vegetarian Friendly,3.5,$$ - $$$,88.0,Very good italian restaurant - Very good but expensive
9446,La Recolte Batignolles,Paris,,4.5,,26.0,A lovely market - fresh fruits ad fish
9447,L'Echappee,Paris,French,3.5,$$ - $$$,60.0,Most relaxing Spa Day in Paris - One of the best thai in Paris
9448,Thensurabi,Paris,,4.0,,11.0,
9449,Chez Yannick,Paris,French - European,3.5,$$ - $$$,81.0,Tasty little creperie - Decent crèpes
9450,Charlies,Paris,French - European,4.0,$$ - $$$,9.0,
9451,So Good Bagel,Paris,,4.0,,16.0,Bagel beard - Try the Daim cake
9452,Pains Salades et Fantaisies,Paris,,4.5,,2.0,A Great French Baugette Sandwich
9453,Alliance 3,Paris,Bar - Wine Bar - Gastropub - French,4.0,$$ - $$$,11.0,Good value local Restaurant/Bar
9454,Les Forgerons,Paris,,4.5,,3.0,
9455,Cafe Rollin,Paris,,4.5,,5.0,Charming Cafe
9456,Kok Restaurant,Paris,Asian - Vietnamese - Soups,3.5,$,58.0,Nice pho
9457,Corona Imperial,Paris,French,3.5,$,13.0,Lunch - Friendly welcome - drinks only
9458,Pistache,Paris,,4.0,,7.0,Great local bar
9459,Subway Fondary,Paris,,4.0,,12.0,Very Freindly & Helping
9460,le chinois de bercy,Paris,Asian,3.5,$$ - $$$,28.0,Good Chinese Food at Reasonable Prices - best meal
9461,Mt Delights,Paris,,4.5,,2.0,
9462,Dolce Vita,Paris,Italian,3.5,$,21.0,food - OK
9463,Le syphax,Paris,French,4.0,,14.0,Good food great service reasonable price
9464,Speed'zza,Paris,,4.5,,2.0,Great deal on takeaway
9465,La Bricole,Paris,Contemporary,4.0,$,26.0,A really cool - retro bar - Súper chocolat et sandwich mixte
9466,Steam and Soup,Paris,Vietnamese,4.5,$,10.0,Just delicious
9467,Bonte,Paris,,5.0,,8.0,One of our favorite meals of Paris! - New favorite lunch spot
9468,L'Autre The,Paris,,4.0,,7.0,
9469,Le Pain Quotidien,Paris,French - Cafe - European - Healthy - Vegetarian Friendly - Vegan Options,3.5,$$ - $$$,119.0,Great place for breakfast or brunch - Good position
9470,Taj Mahal,Paris,Indian,4.0,$,7.0,Nice Indian food
9471,Le Carre Rouge,Paris,French,4.5,,4.0,
9472,Pizzeria djeno,Paris,Italian - Pizza,4.5,,8.0,Delicious meal
9473,Vitamine,Paris,,4.0,,5.0,
9474,Aichi,Paris,,4.5,,9.0,Standard
9475,Parigi,Paris,French - Vietnamese,4.5,,2.0,
9476,La Giocondina,Paris,Italian,4.5,,6.0,A warm Italian welcome in a side street of
9477,Le Grenier,Paris,French,3.5,$,19.0,To avoid at all price
9478,Italian Cucina,Paris,Italian,4.0,,6.0,
9479,Restaurant Le 13,Paris,,4.5,,25.0,Marseille in early Spring - Interesting to visit once
9480,Il Ristorante,Paris,,4.0,,7.0,Quiet charm - Super!
9481,PeGast Kleber,Paris,,4.0,,8.0,
9482,L'Annexe Cafe,Paris,French - Bar - Cafe - European,3.5,$$ - $$$,82.0,Impromptu lunch  - lovely spot - Above average meal
9483,Chez Gaby,Paris,Italian - French,4.0,,15.0,Meat and Veg Plates
9484,Panda Traiteur,Paris,,4.5,,3.0,
9485,L’Avenue,Paris,,4.5,,2.0,
9486,Sarl le Symposium,Paris,French,3.5,$$ - $$$,30.0,Dinner with my 11 year old - We could have lived off the Calamari!
9487,La Table,Paris,,4.5,,3.0,Yummmmmm!
9488,Le XVI,Paris,Pub - Gastropub - French,4.0,$$ - $$$,27.0,Light dinner - its a joke
9489,Yacht 55,Paris,French - Mediterranean,4.0,$$ - $$$,22.0,tres bien - Promises well - delivery not so much
9490,Kehribar,Paris,Turkish,4.5,,3.0,Ok kebab
9491,Bistrot Le Descartes,Paris,French - Cafe - European - Gastropub,4.0,$$ - $$$,42.0,family lunch - Busy bar and bistro
9492,I Love Bo Bun,Paris,Asian - Vietnamese,3.5,$,52.0,Nice for lunch - their bobuns are just AWESOME !!!!!!
9493,Corso,Paris,,4.5,,3.0,
9494,Halal Pizza,Paris,Pizza - Fast Food,4.5,$,2.0,
9495,Le Brebant,Paris,French - Vegetarian Friendly,3.0,$$ - $$$,761.0,Overpriced - mediocre food - Pricey - but high -quality seafood
9496,Metro Bar,Paris,,4.5,,8.0,Great service - huge portions! - Nice venue
9497,primo piano,Paris,Italian,3.5,$$ - $$$,77.0,Tasty Italian 
9498,Food Market,Paris,,4.5,,5.0,
9499,Bar Le Passage,Paris,French - European,4.0,$$$$,148.0,Wonderful lunch spot - good food but portions are a bit small
9500,Festins Grand Armee,Paris,,4.5,,3.0,Excellent Lunch Spot for To -Go Food
9501,L' Altra Maria Luisa,Paris,Italian,3.5,$$ - $$$,70.0,Pizza 🍕 night - Good pizza - nice restaurant
9502,Le Comptoir du Faubourg,Paris,French,3.5,$$ - $$$,49.0,Very good lunch - Good little find
9503,Le Parisien,Paris,French,4.0,,11.0,Merci pour une excellente soirée! - Friendly little Bar
9504,Le Fontenoy,Paris,,4.5,,3.0,
9505,Le BAR by O'Sisters,Paris,French - Spanish,4.5,$$ - $$$,12.0,
9506,Le Saint Georges,Paris,,4.0,,12.0,Simple and nice - Beautiful Paris!
9507,Les quatre Saisons,Paris,Asian - Korean,3.5,$,30.0,Still Very Good - pho is better
9508,Cafe d'Italie,Paris,Italian - Pizza - Mediterranean - European - Vegetarian Friendly,3.5,$$ - $$$,135.0,Decent pizza - An Italian in Paris
9509,Crepito,Paris,,4.0,,30.0,Nice - Friendly little cafe
9510,Le Petite Bretagne,Paris,French - European,3.5,$$ - $$$,94.0,Nice - small - good food - Small and quiet - with nice food and wine
9511,Fukushiyama,Paris,Japanese,3.5,$$ - $$$,28.0,filling - but not authentic Japanese - Good food
9512,La Cave a Michel,Paris,Wine Bar,3.5,$$ - $$$,27.0,À Must go in paris - Sweet little tapas bar
9513,Yellow Cafe,Paris,Italian - French - Healthy - Wine Bar - Soups,4.5,$,2.0,
9514,Le Bar de L'ourcq,Paris,,4.0,,5.0,
9515,Bap Sain,Paris,,4.0,,3.0,
9516,Compo,Paris,,4.0,,4.0,
9517,Salad Factory,Paris,French - Fast Food,4.5,$$ - $$$,8.0,
9518,Le Bistrot des Viandes,Paris,,4.0,,14.0,Marvelous double milk fed veal chop ! - Excellent
9519,La Cucaracha,Paris,Mexican - Latin,3.0,$$ - $$$,97.0,Pleasant - Good Mexican Food - Hard to Find in Paris
9520,Le Bistrot des Cineastes,Paris,French - Wine Bar,3.5,$$ - $$$,11.0,
9521,Henry's Restaurant,Paris,American,4.0,$$ - $$$,11.0,For American style ambience and a meal tha
9522,Maison Marache,Paris,,4.5,,2.0,
9523,Toscana,Paris,Italian,3.5,$$ - $$$,29.0,Very pleasant - Back again
9524,Tire Bouchon,Paris,French,3.5,,60.0,A Sad Loss! - Friendly Owner and Good Food - Exceptional
9525,Produits de Grece Traiteur,Paris,Greek,4.0,$$ - $$$,20.0,Ideal place to taste a piece Greece in Pa
9526,Traiteur Asie Prestige,Paris,Asian,4.0,,5.0,
9527,Luka's Cafe,Paris,Cafe - Delicatessen - Soups,4.0,,10.0,
9528,La Porte Des Indes,Paris,,4.5,,8.0,Dissapointing! - Fabulous food - spectacular view
9529,Al Mumtaz,Paris,,4.5,,4.0,Good Experience
9530,Wong Heng,Paris,Asian,4.0,$,21.0,Good restaurant - A gem in Port de Choisy
9531,Le Lakanal,Paris,French - Bar - European,3.5,$$ - $$$,124.0,Europe/Singapore holiday 2017 - Pleasant French Brasserie in Montparnasse
9532,Le Petit Traiteur Pekinois,Paris,Asian,4.0,,8.0,
9533,Le Bel Air,Paris,,3.5,,50.0,It definitely does the job! - Wonderful neighborhood café
9534,Veg'art,Paris,,3.5,,22.0,Those rare moments when you pity the omniv
9535,Corn'R,Paris,French - Fast Food,4.0,$$ - $$$,9.0,
9536,Le chat gourmand,Paris,Delicatessen,4.5,,2.0,
9537,A Garonne,Paris,,4.0,,8.0,TRULLY EXCELLENT
9538,Ottanta,Paris,Italian,4.5,$$ - $$$,4.0,
9539,Duc des Lombards,Paris,,3.5,,60.0,great jazz scene - Go for the Jazz - Not the Food
9540,Com-Home,Paris,Vietnamese,4.5,$$ - $$$,3.0,
9541,Cafe de la Comedie,Paris,French - Bar - Cafe - European,3.5,$$ - $$$,387.0,city -centre local - Expensive but tasty
9542,Oko Sushi,Paris,Japanese - Sushi - Asian,4.5,,6.0,Super great Japanese restaurant in Paris! - Great sushi place for a quick meal!
9543,BAC SAINT-GERMAIN,Paris,Pub - Gastropub,4.0,$$ - $$$,19.0,Leathery half burnt half raw chicken - A good place for lunch or diner
9544,Kod Tece,Paris,European,4.5,,5.0,
9545,Play Bar,Paris,French,4.5,$$ - $$$,3.0,
9546,Le Notable,Paris,African,5.0,,4.0,
9547,Ogoura,Paris,Japanese - Barbecue,3.5,$$ - $$$,56.0,Good real Japanese - Real stupid Japanese restaurant!
9548,Victor 1920 - Legay Choc,Paris,,4.0,,11.0,Good but not the best around
9549,Bambou,Paris,Chinese,4.0,,11.0,
9550,Tonton Billy,Paris,,3.5,,13.0,
9551,N'Cafe,Paris,French,3.5,,10.0,
9552,Ville Du Kashmir,Paris,,4.5,,2.0,
9553,Le Barrezien,Paris,,4.5,,16.0,Ideal choice for a quick meal before catch
9554,La Duchessa,Paris,Italian,4.0,$$ - $$$,51.0,Bad pizza - bad ingredients - Italian gem in the 15th
9555,Need for Lunch,Paris,,4.5,,2.0,
9556,Da Fabio,Paris,,4.5,,3.0,
9557,Memo's Resto,Paris,,4.5,,3.0,
9558,Blend Hamburger Charonne,Paris,French - American - Fast Food,3.5,$$ - $$$,15.0,
9559,L'Anjoue,Paris,Chinese,2.5,,3.0,
9560,Seng Ly,Paris,Asian,3.5,$,9.0,Really good Chinese food with lots of vari
9561,Kunchapai,Paris,,4.0,,14.0,Don not order the Pad Thai!
9562,Chapi Chapo,Paris,,3.5,,29.0,Great spot for drinks - Pre dinner drinks
9563,Le Cantalou,Paris,Italian,3.0,,11.0,
9564,Bagelstein,Paris,,3.5,,16.0,Nice salmon bagle - Friendly and tasty
9565,Yomi Sushi,Paris,,4.0,,7.0,Nice little sushi restaurant - Good sushi
9566,Jardin Coquille,Paris,,4.5,,6.0,Fresh food - but the worst service - Best bio(organic) fresh juice
9567,Au Rond Point,Paris,French - European,3.0,$$ - $$$,183.0,Nice Breakfast - Hmm!!
9568,Bistrot 32,Paris,Italian,3.5,$$ - $$$,45.0,Nice food but extremely poor service - No fan - No AC: Avoid it during summer!
9569,Art Restaurant,Paris,Mediterranean,4.0,,20.0,Delicious tagine and great service  - great
9570,Comptoir Saint Honore,Paris,Mediterranean,3.5,,18.0,Convenient local food on a busy corner - Best Croque Madame
9571,Le Bar a Riz,Paris,French,4.5,$,7.0,Nice surprise
9572,La Table Ronde,Paris,French,4.0,,6.0,Welcoming French restaurant
9573,A table,Paris,French,4.5,,4.0,Great food - best meal in a 2 week trip - Excellent gourmet restaurant with wonderfu
9574,VIDICI Paris Austerlitz,Paris,Italian,3.5,$,41.0,
9575,Paradis de Sushi,Paris,,3.5,,32.0,Good Fresh Sushi - FamilyAdelaide2014
9576,Les Baguettes Imperiales,Paris,Asian,4.5,,3.0,Good neighbourhood chinese restaurant - Understated Chinese/Thai Restaurant
9577,Le Cafe du Theatre,Paris,French,3.5,$$ - $$$,48.0,Great food - nice atmosphere - Very good small local bar
9578,Shuang He,Paris,Asian,4.5,$$ - $$$,3.0,
