Restaurant Name,Address ;
Restaurant Printemps,154 avenue de Clichy - 75017 Paris France;
Anticafé,6 rue du Chateau D Eau - 75010 Paris France;
Maison Georges Larnicol,7 rue de Steinkerque - 75018 Paris France;
Le Na,48 Rue Gay Lussac - 75005 Paris France;
NA,NA;
Le Tricycle,51 rue de Paradis - 75010 Paris France;
Au Marche De La Butte,56 rue des 3 Freres - 75018 Paris France;
P Cantine respectueuse,25 Rue D'Assas - 75006 Paris France;
NA,NA;
Delices D'Asie Chanez,33 rue Chanez - 75016 Paris France;
Nouveau Yv Nghy,67 Avenue d Ivry - 75013 Paris France;
teppan,28 Rue De La Gaite - 75014 Paris France;
NA,NA;
Maison Doucet  - Boulangerie -Patisserie,234 rue du Faubourg Saint Antoine - 75012 Paris France;
Chesterfield Cafe  - FERMÉ,176 rue Montmartre - 75002 Paris France;
Le Cafe de L'Arbalete,2 rue de l Arbalete - 75005 Paris France;
Pinot Grigio,7 rue Charlemagne - 75004 Paris France;
Restaurant Sakura,46 rue de la Roquette - 75011 Paris France;
Un The Dans Le Jardin,16 rue Chaptal au Fond de L'impasse Sur la Droite - 75009 Paris France;
L'Annexe,41 rue de Courcelles - 75008 Paris France;
Thai at home Rivoli,22 Rue Des Bourdonnais - 75001 Paris France;
Rusidda,1 Rue Borda - 75003 Paris France;
Café de la piscine,5 Place Hebert - 75018 Paris France;
L'Accord Parfait  - FERMÉ,64 rue des Entrepreneurs - 75015 Paris France;
Monkey,53 rue Jean Baptiste Pigalle - 75009 Paris France;
La Rôtisserie d'Argent,19 - Quai De La Tournelle - 75005 Paris France;
Les Philosophes,28 rue Vieille du Temple - 75004 Paris France;
Big Fernand Galeries Lafayette,99 rue de Provence Galeries Lafayette Homme - 75009 Paris France;
Lucy Restaurant,4 rue de la Reunion - 75020 Paris France;
Topknot,6 Rue Melingue - 75019 Paris France;
Sushi King,32 rue Pelleport - 75020 Paris France;
Les Bienveillants  - FERMÉ,65 boulevard Davout - 75020 Paris France;
NA,NA;
Minim's de Paris,3 rue de Duras - 75008 Paris France;
Pierre Oteiza,18 boulevard Saint Michel - 75006 Paris France;
Tabac De L'Europe,11 rue de Lisbonne - 75008 Paris France;
Maison Gregoire,69 rue monge - 75005 Paris France;
Hideout Odéon,32 rue Dauphine - 75006 Paris France;
Le Pub Gaite,10 B rue de la Gaite - 75014 Paris France;
Topho  - FERMÉ,2 rue de Budapest - 75009 Paris France;
La Pignatta,89 Rue des Martyrs - 75018 Paris France;
NA,NA;
A la Grange Bateliere,Rue Grange Batelière - Paris France;
Alhana,102 rue de l ouest - 75014 Paris France;
NA,NA;
Ma Douce Soeur,141 avenue Felix Faure - 75015 Paris France;
Kisin,7 -9 Rue de Ponthieu - 75008 Paris France;
Rio Del Vin  - FERMÉ,26 - rue Rambuteau - 75003 Paris France;
231 East Street,185 boulevard Macdonald - 75019 Paris France;
Arcimboldo,9 rue des 3 Bornes - 75011 Paris France;
Au Bretzel,1 rue Leopold Robert - 75014 Paris France;
Le Tibourg  - FERMÉ,4 rue du bourg Tibourg Paris - 75004 Paris France;
NA,NA;
LE WAGON  - Batofar,Face au 11 quai François Mauriac - 75013 Paris France;
NA,NA;
Brasilia,4 - Paris France;
NA,NA;
Cappadoce  - FERMÉ,12 rue de Capri - 75012 Paris France;
Chez Ben Attia,178 avenue de Clichy - 75017 Paris France;
Chez Fung,32 rue Fremicourt - 75015 Paris France;
Chez Hanafousa,4 Passage de la Petite Boucherie - 75006 Paris France;
NA,NA;
NA,NA;
Chez Trassoudaine,3 Place Nationale - 75013 Paris France;
Chinatown Olympiades,44 Avenue d Ivry - 75013 Paris France;
NA,NA;
Conti,72 rue Lauriston - 75116 Paris France;
Cotton  - FERMÉ,73 - Paris France;
Crep'uscule,91 rue Lamarck - 75018 Paris France;
Da Attilio,21 rue de Cronstadt - 75015 Paris France;
NA,NA;
Darfes,8 - Paris France;
Diyar,79 rue de Charonne - 75011 Paris France;
Esan,86 rue Philippe de Girard - 75018 Paris France;
Family Picture,13 Rue - Paris France;
NA,NA;
N 1 restaurant  - FERMÉ,1 rue de Budapest - 75009 Paris France;
Filoche,34 - Paris France;
NA,NA;
Golestan,65 avenue des Champs Elysees - 75008 Paris France;
NA,NA;
Hellenis,11 rue Xavier Privas - 75005 Paris France;
NA,NA;
Restaurant Istanbul Lyon  - FERMÉ,10 rue Marx Dormoy - 75018 Paris France;
Le 32 By Hervé,32 rue de Longchamp - 75116 Paris France;
Kniaz Igor  - FERMÉ,43 - Paris France;
NA,NA;
NA,NA;
l' Ebouillanté,6 rue des Barres - 75004 Paris France;
l'Epopee,89 avenue Emile Zola - 75015 Paris France;
l' Esperance,144 rue d Avron - 75020 Paris France;
La Bucherie,41 rue de la Bucherie Opposite Notre Dame Cathedral - 75005 Paris France;
La Cadole  - FERMÉ,1 rue Mayet - 75006 Paris France;
La Caleche,8 rue de Lille - 75007 Paris France;
La Chopotte,168 - Paris France;
La Cipale,49 avenue de Gravelle Vélodrome Municipal - 75012 Paris France;
Clairiere,1 rue Chaptal - 75009 Paris France;
NA,NA;
La Cochonnaille,21 Rue de la Harpe - 75005 Paris France;
La Criée Lagrange,15 Rue Lagrange - 75005 Paris France;
La Famiglia,2 Rue Waldeck Rousseau - 75017 Paris France;
Café -Hôtel De La Forêt,114 avenue du General de Gaulle - 78600 Maisons -Laffitte France;
La Giberne,42 - Paris France;
La Marmitte  - FERMÉ,121 rue de Clignancourt - 75018 Paris France;
La Papillotte  - FERMÉ,Paris France;
La Ravigote,41 rue de Montreuil - 75011 Paris France;
La Route du Chateau,36 - Paris France;
La Tertulia,4 rue Malher - 75004 Paris France;
La Timbale Saint -Bernard,16/18 - Paris France;
NA,NA;
Le Bougainville,5 rue de la Banque Galerie Vivienne - 75002 Paris France;
Le Brandevin,29 rue du Docteur Blanche - 75016 Paris France;
Le Brise Miche,10 rue Brisemiche - 75004 Paris France;
NA,NA;
Le Caroubier,82 boulevard Lefebvre - 75015 Paris France;
NA,NA;
NA,NA;
Le Cordial  - FERMÉ,16 Rue - Paris France;
NA,NA;
NA,NA;
NA,NA;
Le Galion,10 - Allée du Bord de L'eau - 75016 Paris France;
NA,NA;
Le Griffonnier,8 rue des Saussaies - 75008 Paris France;
NA,NA;
NA,NA;
Le Bistrot du Maquis,69 rue Caulaincourt - 75018 Paris France;
NA,NA;
Le Palmarium,11 rue Joubert - 75009 Paris France;
Le Quincy,28 avenue Ledru Rollin Quartier Gare de Lyon - 75012 Paris France;
NA,NA;
Le Tagine,13 rue de Crussol - 75011 Paris France;
Le Vieil Alger,29 B Rue Des Favorites - 75015 Paris France;
Le Volcan,10 rue Thouin - 75005 Paris France;
Les Antiquaires,13 Rue du Bac - 75007 Paris France;
Les Coteaux,26 boulevard Garibaldi - 75015 Paris France;
Les Filaos,5 Rue Guy de Maupassant - 75116 Paris France;
Les Glenan,54 - Paris France;
Les Mauvais Garcons,4 rue des Mauvais Garcons - 75004 Paris France;
Les Phineas,99 rue de l ouest - 75014 Paris France;
NA,NA;
Mahatma,23 rue Vignon - 75008 Paris France;
Man Lung,10 boulevard Delessert - 75016 Paris France;
Le Marcande,52 rue de Miromesnil - 75008 Paris France;
Miam -Miam  - FERMÉ,6 rue Thouin - 75005 Paris France;
NA,NA;
NA,NA;
Murier,42 rue Olivier de Serres Metro Convention - 75015 Paris France;
Navel,4 rue de Suez - 75018 Paris France;
NA,NA;
Nini,24 rue Saussier Leroy - 75017 Paris France;
No Problemo,14 rue Charles Nodier - 75018 Paris France;
NA,NA;
Patachou,4 - Paris France;
Restaurant Pathya,222 rue Championnet - 75018 Paris France;
NA,NA;
Pyramides  - FERMÉ,3 rue des Pyramides - 75001 Paris France;
Samo,1 rue du Champ de Mars - 75007 Paris France;
Santal des Prés,8 rue Halevy - 75009 Paris France;
Sarah,10 Rue - Paris France;
Scarole et Frisee,1 rue Mesnil - 75116 Paris France;
Self Longchamp,113 rue Lauriston - 75116 Paris France;
Shalimar,59 Passage Brady - 75010 Paris France;
Shinano  - FERMÉ,9 rue Belidor - 75017 Paris France;
Simla Hill,9 rue Lord Byron - 75008 Paris France;
Sonia  - FERMÉ,8 rue Letort - 75018 Paris France;
NA,NA;
Tiger,13 Rue Princesse - 75006 Paris France;
Ton Hon,17 rue Royer Collard - 75005 Paris France;
NA,NA;
NA,NA;
Ty Breiz,52 boulevard de Vaugirard - 75015 Paris France;
NA,NA;
NA,NA;
Punjab  - FERMÉ,26 avenue de Tourville - 75007 Paris France;
NA,NA;
Xinh Xinh,6 -8 Rue des Wallons - 75013 Paris France;
NA,NA;
Zenzan,4 rue Brey - 75017 Paris France;
Les Mouettes,11 rue des Bains - Paris France;
Vero Dodat,19 Galerie Vero Dodat - 75001 Paris France;
Gaudeamus,47 Rue de la Montagne Sainte Geneviève - 75005 Paris France;
NA,NA;
GINGER,11 Rue de la Tremoille Métro : Alma Marceau - George V ou Franklin D. Roosevelt - 75008 Paris France;
Bullier Café Restaurant,22 avenue de l Observatoire - 75014 Paris France;
Le Boudoir,25 rue du Colisée - 75008 Paris France;
Les Coulisses  - FERMÉ,19 Passage des Panoramas - 75002 Paris France;
NA,NA;
Angora,240 rue de Charenton - 75012 Paris France;
NA,NA;
Soun,192 avenue Victor Hugo - 75116 Paris France;
NA,NA;
Ma pomme en colimaçon,107 Rue de Menilmontant - 75020 Paris France;
Chez la Vieille,1 Rue Bailleul - 75001 Paris France;
L'Attirail,9 rue au Maire - 75003 Paris France;
Le Maharajah,72 boulevard Saint Germain - 75005 Paris France;
Café Varenne,36 Rue de Varenne - 75007 Paris France;
NA,NA;
NA,NA;
Vinea Cafe,26 Cour Saint Emilion - 75012 Paris France;
NA,NA;
Troubadours,70 boulevard de Menilmontant - 75020 Paris France;
Le Spinaker,52 rue Mirabeau - 75016 Paris France;
Maison Pradier  - Assemblée Nationale,6 Rue de Bourgogne - 75007 Paris France;
NA,NA;
La Loggia,41 rue Legendre - 75017 Paris France;
NA,NA;
NA,NA;
Le Kaiku,17 - rue de la Republique - Paris France;
Le Kaiku,17 - rue de la Republique - Paris France;
Le Saulnier,39 boulevard de Strasbourg - 75010 Paris France;
Restaurant Passerini,65 - Rue Traversiere - 75012 Paris France;
Boru's Cafe  - FERMÉ,43 - rue du Chateau -des -Rentiers - 75013 Paris France;
NA,NA;
Le Malakoff,6 - place du Trocadero et 11 Novembre - 75116 Paris France;
Petit Grill Basque Chez Maya,2 Rue Saint Jacques - 75005 Paris France;
Duke's Bar  - Hôtel Westminster,13 rue de la Paix - 75002 Paris France;
Bar des Variétés,12 Passage des Panoramas - 75002 Paris France;
Les Barbaresques,1 rue Gustave Goublier - 75010 Paris France;
Le Rosmarino,174 boulevard Voltaire - 75011 Paris France;
NA,NA;
NA,NA;
La Forchetta,85 rue Daguerre - 75014 Paris France;
Iannello,17 boulevard Exelmans - 75016 Paris France;
La Cremaillere 1900,15 Place du Tertre - 75018 Paris France;
Aux Arts et Sciences reunis,161 avenue Jean Jaures - 75019 Paris France;
L'Office,3 rue Richer - 75009 Paris France;
Klein Holland Cafe,36 rue du Roi de Sicile - 75004 Paris France;
Le Kibele,12 rue de l Echiquier - 75010 Paris France;
La Strasbourgeoise  - FERMÉ,5 rue du 8 Mai 1945 - 75010 Paris France;
Pizzoletto,166 boulevard Massena - 75013 Paris France;
Chez Yannick,33 rue de l Annonciation - 75016 Paris France;
Au Negociant,27 rue Lambert - 75018 Paris France;
Le Rez de Chaussee,10 rue Sorbier - 75020 Paris France;
The Auld Alliance Pub,80 rue Francois Miron - 75004 Paris France;
NA,NA;
Boua Thaï,15 rue Saint Vincent de Paul - 75010 Paris France;
ABQ Paris,59 boulevard Mac Donald Entrée sur Allée du Canal - 75019 Paris France;
Kamukera,72 rue du Chevaleret - 75013 Paris France;
NA,NA;
NA,NA;
Dalva,48 rue d Argout - 75002 Paris France;
Le Crep's,59 rue Reaumur - 75002 Paris France;
La Zygotheque,15 rue de Tolbiac - 75013 Paris France;
Chez Pradel,168 Rue Ordener - 75018 Paris France;
Harper's,16 Rue Letort - 75018 Paris France;
Le Temps des Sushis,43 rue Laugier - 75017 Paris France;
Arco,12 rue Daunou - 75002 Paris France;
O'Malley,6 rue du 4 Septembre - 75002 Paris France;
Le Bourdonnais,113 Avenue de la Bourdonnais - 75007 Paris France;
The cross of Saint George,35 rue Saint Georges - 75009 Paris France;
Smoke,29 rue Delambre - 75014 Paris France;
L'Ordonnance,51 Rue Hallé - 75014 Paris France;
La Terrasse,17 boulevard Jourdan - 75014 Paris France;
Indochine,20 - rue Auguste -Chabriere - 75015 Paris France;
NA,NA;
Le Cafe Dumas,34 avenue de Villiers place du Général Catroux - 75017 Paris France;
Portobello,36 Rue Ordener - 75018 Paris France;
NA,NA;
Barapapa,11 Port de la Rapée - 75012 Paris France;
L'Envol Cafe Quebecois,30 rue Lacepede - 75005 Paris France;
Le Partage  - FERMÉ,17 rue Frederic Sauton - 75005 Paris France;
La Mamma,46 Rue Vavin - 75006 Paris France;
L'Epigramme,9 Rue de L'Eperon - 75006 Paris France;
NA,NA;
La Ferronnerie,18 rue de la Chaise - 75007 Paris France;
Jipangue,96 rue la Boetie - 75008 Paris France;
L'Avenir,51 rue Blanche - 75009 Paris France;
NA,NA;
O Corcovado,152 - rue du Château - 75014 Paris France;
Balilli,15 rue Goethe - 75116 Paris France;
Crudus,21 rue Saint Roch - 75001 Paris France;
NA,NA;
Michelangelo,137 rue du Faubourg Poissonniere - 75009 Paris France;
NA,NA;
Carette,4 Pl Trocadero Et du 11 Novembre 25 Place des Vosges - 75116 Paris France;
Al Mankal,8 avenue de New York - 75116 Paris France;
Hansan,192 avenue Victor Hugo - 75116 Paris France;
MCM Cafe,98 boulevard de Clichy - 75018 Paris France;
NA,NA;
NA,NA;
Sorza,51 Rue Saint Louis - 75004 Paris France;
Le Colimaçon,44 - rue Vieille du Temple Le Marais - 75004 Paris France;
NA,NA;
Bagel Corner  - Taitbout,29 rue Taitbout A 100 m des Galeries Lafayette - 75009 Paris France;
Le Faux -Filet,16 rue Joubert - 75009 Paris France;
Le régalia,1 Rue de la Conventio - 75015 Paris France;
Svetlana,52 rue d Orsel - 75018 Paris France;
Kiccho,11 rue de la Verrerie - 75004 Paris France;
Le Vavin,18 rue Vavin - 75006 Paris France;
NA,NA;
NA,NA;
NA,NA;
NA,NA;
NA,NA;
NA,NA;
La Capannina,64 rue de la Montagne Ste Genevieve - 75005 Paris France;
Chez Ribe,15 avenue de Suffren - 75007 Paris France;
L'Asiatik Debby Wang,47 avenue Raymond Poincare 75116 - 75116 Paris France;
NA,NA;
Le Lutin,2 Bis Rue Fourcroy - 75017 Paris France;
Cafe pleyel  - FERMÉ,252 rue du Faubourg Saint Honore - 75008 Paris France;
Les Machines,10 rue Saint Sabin - 75011 Paris France;
Da Franco,21 rue Ruhmkorff - 75017 Paris France;
NA,NA;
NA,NA;
NA,NA;
Le galvacher,64 avenue des Ternes - 75017 Paris France;
Hippocampus  - FERMÉ,81 boulevard Raspail - 75006 Paris France;
NA,NA;
Restaurant HANAWA,26 rue Bayard - 75008 Paris France;
NA,NA;
Le Valois,1 - place Rio de Janero - 75008 Paris France;
Chez Horace,33 rue Marbeuf - 75008 Paris France;
Le Cadre d'Or,16 rue de Berri - 75008 Paris France;
Le Rugby,2 rue Roquepine - 75008 Paris France;
Le FORVM CLASSIC BAR,29 Rue Du Louvre 29 Rue du Louvre - 75002 Paris France;
Trend  - FERMÉ,37 - rue du Colisée - 75008 Paris France;
Jambo african explorer  - FERMÉ,23 rue Sainte Marthe - 75010 Paris France;
Jun'Sushi,18 Rue Daval - 75011 Paris France;
Les Domaines Qui Montent Cardinet Paris 17e,22 Rue Cardinet - 75017 Paris France;
Le Petit Caillou,210 Rue de Grenelle - 75007 Paris France;
Le Passage,46 Rue des Fosses St Bernard - 75005 Paris France;
L'Estaminet  - FERMÉ,2 rue de Liege - 75009 Paris France;
Le Petit Mâchon,158 - rue Saint Honoré - 75001 Paris France;
Gourmet Nomade,Place de la Porte de Versailles Kiosque situé face à l'entrée principale du parc des expositions - 75015 Paris France;
Le Pain Retrouve,60 rue Duhesme - 75018 Paris France;
Elaichi,7 rue du Faubourg Saint Martin - 75010 Paris France;
Le Bonsergent,6 Place Jacques Bonsergent - 75010 Paris France;
Al Forno,29 - Rue du General Brunet - 75019 Paris France;
Foucade Paris,61 Rue de Bretagne - 75003 Paris France;
Hello Sushi,43 rue Sainte Anne - 75001 Paris France;
NA,NA;
NA,NA;
NA,NA;
La Fontaine d'Or,79 rue de la Roquette - 75011 Paris France;
Caffè Concerto Paris 1955,24 rue de Gramont - 75002 Paris France;
NA,NA;
Le Bistrot des Halles,15 rue des Halles - 75001 Paris France;
Sushi Shop,52 bis avenue Mozart - 75016 Paris France;
La pince a sucre  - FERMÉ,57 rue Corvisart - 75013 Paris France;
O'Mexico,20 rue du Pere Guerin - 75013 Paris France;
Le Bougnat  - FERMÉ,28 Rue de Saintonge - 75003 Paris France;
Restaurant Phoenicia,19 rue le Marois Rue LE Marois - 75016 Paris France;
Les Garçons  - FERMÉ,10 rue Edouard Lockroy - 75011 Paris France;
VIDICI Paris Gare de l'Est,6 rue du 8 Mai 1945 - 75010 Paris France;
NA,NA;
NA,NA;
Caminito Bistro Argentin,46 Rue de Clery - 75002 Paris France;
La Ferme Du Roi,7 rue Saint Severin - 75005 Paris France;
Royal Luxembourg,3 rue Gay Lussac - 75005 Paris France;
Le Berry,39 Rue Brochant - 75017 Paris France;
Fish Point,35 boulevard Haussmann Nel  rez de chaussée de Lafayette Maison - 75009 Paris France;
Thai 16  - FERMÉ,11 B avenue de Versailles - 75016 Paris France;
Le Grain,12 rue Henri Desgrange - 75012 Paris France;
NA,NA;
Libra,27 rue Augereau - 75007 Paris France;
Mersea Faubourg Montmartre,6 Rue Faubourg Montmartre - 75009 Paris France;
Los Pollos,17 avenue Secretan - 75019 Paris France;
Loulou,107 rue de Rivoli Musée des Arts Décoratifs - 75001 Paris France;
Tofuya,59 rue de Richelieu - 75002 Paris France;
Fou de Patisserie Boutique,45 Rue Montorgueil - 75002 Paris France;
Pizzeria 77,77 rue d Avron - 75020 Paris France;
La Truffe Noire,228 rue de Vaugirard - 75015 Paris France;
Les Belles Envies,3 rue Monge - 75005 Paris France;
Les Fleurs de la Pensée,2 rue de Palestine - 75019 Paris France;
19 Oberkampf,19 Rue oberkampf - 75011 Paris France;
Aloha Café,32 - Rue Pierre Fontaine - 75009 Paris France;
Volver,45 rue de la Roquette - 75011 Paris France;
Sas Lg Bakery,112 boulevard de Magenta - 75010 Paris France;
LA MAISON DES CYCLADES  - BEAUGRENELLE,96 Rue Saint Charles - 75015 Paris France;
Portologia Paris ,42 Rue Chapon - 75003 Paris France;
L'Ivoire Gourmand,1 quai du Port - 93200 Saint -Denis France;
NA,NA;
Cafe Trisha,11 rue d Hauteville - 75010 Paris France;
L'epicerie Photographique  - FERMÉ,104 rue Saint Maur - 75011 Paris France;
Club Station,6 rue Blanche - 75009 Paris France;
NA,NA;
Marc Pignot Maitre Artisan Chocolatier,38 rue de la Felicite - 75017 Paris France;
Raffinati,74 Ter Rue de Clignancourt - 75018 Paris France;
NA,NA;
Le Beaufou,5 Rue Violet - 75015 Paris France;
B&M Montmartre,98 Rue Des Martyrs - 75018 Paris France;
NA,NA;
Boulangerie La Princesse,87 avenue de Clichy - 75017 Paris France;
DOSE  - Dealer de café • BATIGNOLLES,82 Place du Dr Felix Lobligeois - 75017 Paris France;
Le Cent dix sept,117 rue de la Roquette - 75011 Paris France;
Juvia,105 Rue du Faubourg Saint Honore - 75008 Paris France;
La Goulette Zmen,16 boulevard Garibaldi - 75015 Paris France;
NA,NA;
Hanzan,11 rue Beaugrenelle - 75015 Paris France;
Sequana  - FERMÉ,72 - quai des Orfèvres - 75001 Paris France;
Chandra,11 rue Biot - 75017 Paris France;
GluFree  - FERMÉ,39 rue du Cherche Midi Des très bon plats sans gluten - sans lactose fait maison - 75006 Paris France;
Chez Moon,8 rue du Buis Near the lycee jean batiste Say - 75016 Paris France;
Milo,44 Rue Saint Honoré - 75001 Paris France;
Tonton des Dames,94 rue des Dames - 75017 Paris France;
Da Mario E Monica Trattoria,7 rue Berryer Proche avenue Friedland - 75008 Paris France;
Dans la Cuisine,54 Avenue de France - 75013 Paris France;
NA,NA;
Le Bricheton,50 rue de la Reunion - 75020 Paris France;
Jules et Shim,36 Rue Bichat - 75010 Paris France;
La Tête Ailleurs,62 boulevard de l Hopital - 75013 Paris France;
